KabKot,NamaProv,Produk,CV_Post-2,CV_Post-Intervention,CV_Pre-Intervention,Mean_Price_Post-2,Mean_Price_Post-Intervention,Mean_Price_Pre-Intervention,Variance_Post-2,Variance_Post-Intervention,Variance_Pre-Intervention,Variance_Change_Post1,Variance_Change_Post2,Price_Change_Post1,Pre_Event_Avg,Peak_Price,Post_Event_Avg,Days_to_Peak,Price_Spike,Recovery_Level,Cluster,Probability,Cluster_Label
Nabire,Papua Barat,Minyak Goreng Curah,0.06542822001926309,0.0743075409212644,0.08707886362792656,18506.857857593797,15465.277777777777,16104.378340463789,1466208.01624445,1320630.2124183022,1966588.22993893,-32.84663294972975,-25.444076501465624,-3.968489495059926,15854.940011160714,18768.225004650296,14202.4,0.0,18.374620095937566,-10.422871420500156,0,0.9999999999999227,High Success
Nagan Raya,Aceh,Minyak Goreng Curah,0.07785507663603342,0.03509065342173141,0.05766662388321823,16276.90909090909,12983.944444444445,15359.236669146825,1605897.2294372288,207585.11437908548,784491.6354040669,-73.53890022394376,104.70546236099531,-15.464910632400084,15075.0,16432.0,12404.6,61.0,9.001658374792704,-17.714096185737972,3,0.9999997526869157,Moderate Success
Nagekeo,Nusa Tenggara Timur,Minyak Goreng Curah,0.07632944344056547,0.14858775644336816,0.20693125472793272,17600.795454545456,14916.138888888889,18929.205419146823,1804881.8728354953,4912232.200163399,15343235.487138623,-67.98437849512868,-88.23662796319313,-21.200396114877236,19968.4375,25000.0,14766.6,30.0,25.197577426876787,-26.050298126731246,1,0.9999999999998925,High Success
Natuna,Kepulauan Riau,Minyak Goreng Curah,0.13128079715047467,0.02046498948538572,0.05200894438663876,17118.130303030302,14015.277777777777,16283.511672247025,5050275.4522390505,82267.15359477131,717219.7130373433,-88.52971382418097,604.146213557309,-13.92963594170621,16039.940011160716,17780.0,13994.2,0.0,10.848294866617563,-12.754037794014646,0,0.9999999999999751,High Success
Ngada,Nusa Tenggara Timur,Minyak Goreng Curah,0.1295468315549639,0.11680644160496843,0.2175815301701182,17345.074298791485,17164.14134979604,19920.87208581349,5049006.386711808,4019552.93369959,18787143.25623584,-78.60476774527486,-73.125204200293,-13.838403881829246,19968.4375,25000.0,16529.493125,0.0,25.197577426876787,-17.22190018623139,0,1.0,High Success
Nganjuk,Jawa Timur,Minyak Goreng Curah,0.0880873294110007,0.061444248030580094,0.0363124246108719,18045.090909090908,14658.722222222223,16218.757921006945,2526649.7056276994,811249.9771241827,346853.1791268699,133.8885805130385,628.449343318118,-9.618712520298024,17137.792503720237,16000.0,14108.4,0.0,-6.6390843714162555,-17.67667862160557,0,0.9999999001437839,High Success
Ngawi,Jawa Timur,Minyak Goreng Curah,0.08131681953643202,0.0623497106014605,0.051334622233503886,18131.5,15172.111111111111,16735.285242428134,2173843.3095238013,894871.9869281041,738052.0297483711,21.247818698256086,194.53794880354764,-9.340588515061487,16731.993971959444,18000.0,14501.6,0.0,7.578331848347318,-13.33011460377814,0,0.9999999984955226,High Success
Nias,Sumatera Utara,Minyak Goreng Curah,0.07865277385194754,0.03646256255074837,0.13155493510959265,18624.545454545456,16159.444444444445,17666.41109815917,2145850.450216449,347174.02614379086,5401457.383809951,-93.57258603605032,-60.27275052380659,-8.530123324661846,15633.194537037036,21000.0,15842.8,0.0,34.32955081732218,1.3407717946986542,0,1.0,High Success
Nias Barat,Sumatera Utara,Minyak Goreng Curah,0.13252672302002447,0.050984925256536556,0.06751987732343072,17508.454545454544,16430.5,16723.244431492505,5383968.926406926,701754.3823529388,1274982.9122697168,-44.95970294192572,322.27773208524155,-1.75052414435336,15633.194537037036,18000.0,16822.2,30.0,15.139614986276154,7.60564617900749,1,1.0,High Success
Nias Selatan,Sumatera Utara,Minyak Goreng Curah,0.09977437120803218,0.034457237931690886,0.12878740042810924,19219.863636363636,16117.611111111111,17794.577764825837,3677380.790043282,308434.0163398691,5251968.696682856,-94.1272685700759,-29.980908066609086,-9.42403172403197,15633.194537037036,20000.0,15746.6,0.0,27.93290554030684,0.7254145190497853,0,1.0,High Success
Nias Utara,Sumatera Utara,Minyak Goreng Curah,0.1195921843210531,0.043834793732849986,0.05650639153629141,16349.954545454546,14969.055555555555,16026.744431492503,3823302.8073593117,430553.1143790847,820135.8039525852,-47.502217034780685,366.1792338455632,-6.599524191941272,15633.194537037036,17850.0,15127.8,0.0,14.180118194723853,-3.2328295783673155,0,1.0,High Success
Ogan Ilir,Sumatera Selatan,Minyak Goreng Curah,0.05162382381329633,0.06141954269336264,0.07501774750058161,15933.227272727272,13973.111111111111,17357.268337673613,676562.3744588749,736545.1633986926,1695472.674322725,-56.55812243078977,-60.095943467261414,-19.497061177635043,18661.230003720237,18670.0,13002.8,0.0,0.04699581044773005,-30.32184910958277,0,0.9999999970305771,High Success
Ogan Komering Ilir,Sumatera Selatan,Minyak Goreng Curah,0.03332202060547137,0.06613202207649016,0.08395143823585326,16075.454545454546,14801.222222222223,16966.629448784723,286938.7359307366,958117.4771241836,2028838.2842836655,-52.77506913457758,-85.85699322841555,-12.762742494606686,19248.730003720237,16560.0,14128.4,0.0,-13.968350136349676,-26.600871863913213,0,1.0,High Success
Ogan Komering Ulu,Sumatera Selatan,Minyak Goreng Curah,0.06357270220963879,0.07473293878301303,0.07192640203237176,16284.863636363636,14488.388888888889,17076.664171006945,1071789.7424242434,1172368.9575163403,1508630.027963135,-22.28916727189866,-28.956091118555292,-15.156796761937116,19101.855003720237,16560.0,13490.2,0.0,-13.30684901139282,-29.377539524969286,0,1.0,High Success
Ogan Komering Ulu Selatan,Sumatera Selatan,Minyak Goreng Curah,0.065209239754698,0.09080261036843555,0.0770352012375919,16137.863636363636,14614.555555555555,18369.752712673613,1107414.8852813845,1761034.6143790847,2002557.8130719126,-12.060735381333771,-44.69997929385039,-20.442284748489197,20313.573753720237,18400.0,12882.4,0.0,-9.420172820992583,-36.582306214627984,0,1.0,High Success
Ogan Komering Ulu Timur,Sumatera Selatan,Minyak Goreng Curah,0.09511521448463821,0.049416588012208655,0.06245594018093348,16186.727272727272,14474.222222222223,17976.078667534723,2370380.588744588,511606.4183006535,1260484.2422355278,-59.41191478972433,88.05317110038656,-19.480647087047668,19331.347191220237,18411.0,13982.4,61.0,-4.760905601231108,-27.669810791301607,3,0.9999999995913988,Moderate Success
Pacitan,Jawa Timur,Minyak Goreng Curah,0.09268132592364045,0.04308564918986995,0.05007760502504439,16644.772727272728,13670.611111111111,17344.7575367278,2379798.6601731605,346929.428104575,754438.0211827398,-54.01485365746939,215.43991598439422,-21.183037109839244,17933.338362146074,18250.0,13024.4,0.0,1.765770719646595,-27.37325456652246,0,0.9999999049082443,High Success
Padang,Sumatera Barat,Minyak Goreng Curah,0.03871171199041952,0.04337496092927438,0.06666168418902077,15815.59090909091,14849.611111111111,17118.937682944,374848.34848484886,414866.48692810605,1302285.4416769992,-68.14319859140345,-71.2161146482492,-13.256234784322352,17594.814064631384,19000.0,15331.6,0.0,7.986364221906057,-12.862960962917109,0,0.9999999999958087,High Success
Padang Lawas,Sumatera Utara,Minyak Goreng Curah,0.08489779800653402,0.07158097636311778,0.06973513327196397,17406.909090909092,14374.944444444445,16663.91109815917,2183917.2294372325,1058784.5261437907,1350383.585980915,-21.593794745757926,61.72569424789334,-13.736070963362149,15633.194537037038,18500.0,13387.2,0.0,18.337937624783812,-14.366830347540219,0,1.0,High Success
Padang Lawas Utara,Sumatera Utara,Minyak Goreng Curah,0.09488515475046042,0.039928736615606225,0.06017814236471811,18118.772727272728,14565.055555555555,15728.726071152996,2955657.4220779277,338216.99673202645,895910.5538124715,-62.24879868947043,229.90541405058553,-7.398377404077573,15698.401643518517,17348.0,14010.0,61.0,10.508065686818261,-10.755245545750297,3,0.9999999181462866,Moderate Success
Padang Panjang,Sumatera Barat,Minyak Goreng Curah,0.05828587463200305,0.03573443831235888,0.04952338016567579,15122.0,13169.166666666666,16284.331874786862,776864.1904761902,221457.5588235295,650369.92215368,-65.94898514215116,19.449587690591272,-19.129831251740985,17162.293189057847,17000.0,12799.0,0.0,-0.9456381339605633,-25.423718969209485,0,0.9999999135612703,High Success
Padang Pariaman,Sumatera Barat,Minyak Goreng Curah,0.1503608722810779,0.04194782351437855,0.05290571606635911,16927.0,11793.333333333334,15626.445002480157,6477831.714285718,244732.70588235278,683479.6198968753,-64.19312313668131,847.7724756830504,-24.52964617696763,16246.25,16500.0,11046.6,0.0,1.5618988997460952,-32.005231976609984,0,0.9999999542277208,High Success
Padangsidimpuan,Sumatera Utara,Minyak Goreng Curah,0.06886803223777985,0.05181288551406745,0.06347834548859467,18329.18181818182,14543.166666666666,16562.50622643849,1593387.870129869,567797.5588235289,1105358.884977179,-48.63228888459593,44.151179475321776,-12.192234267953856,15704.393281249999,17900.0,13497.6,0.0,13.98084395512057,-14.052076012925397,0,0.9999999999999449,High Success
Pagar Alam,Sumatera Selatan,Minyak Goreng Curah,0.0368482442466743,0.08300134208039377,0.08464492012354856,15843.272727272728,15254.333333333334,17495.272034947277,340818.68398268387,1603085.529411764,2193023.060481868,-26.900653335605078,-84.45895576183334,-12.808824562073726,19795.243313905423,17776.0,13878.2,61.0,-10.20064912507026,-29.89123811248594,3,1.0,Moderate Success
Pakpak Barat,Sumatera Utara,Minyak Goreng Curah,0.0949320864829058,0.05588910122064525,0.08295103549503063,17023.045454545456,14406.777777777777,16684.588520998677,2611563.37878788,648317.8300653594,1915466.7803381146,-66.153533085501,36.3408337641278,-13.652184112027227,15292.055555555555,18000.0,14134.4,0.0,17.708178175305267,-7.570307022164738,0,1.0,High Success
Palangka Raya,Kalimantan Tengah,Minyak Goreng Curah,0.0657073763982173,0.04605063239452518,0.04420901203543212,14875.0,14280.5,17295.07000248016,955305.33333333,432472.0294117646,584610.0372145838,-26.023844634568988,63.40898590878636,-17.43022723844345,17237.5,18000.0,14592.2,0.0,4.423495286439449,-15.346192893401012,0,0.9999999999424949,High Success
Palembang,Sumatera Selatan,Minyak Goreng Curah,0.03575463106968822,0.0358782037463008,0.056708202299556,15616.772727272728,14630.111111111111,17782.38846691744,311779.2316017312,275522.2222222224,1016885.2475023879,-72.905278850397,-69.33978220575973,-17.726962616247317,18820.062468998014,18400.0,14134.0,0.0,-2.231992957993504,-24.899292851536966,0,0.9999999490305522,High Success
Palopo,Sulawesi Selatan,Minyak Goreng Curah,0.08014285056681718,0.038416501491106786,0.08717874571314599,15443.272727272728,14033.166666666666,17119.107791487546,1531821.8268398303,290634.3823529411,2227324.455825537,-86.95141241803407,-31.225923424251416,-18.026296477643303,16441.019504381613,20000.0,14310.0,0.0,21.64695744488291,-12.961601948186278,0,1.0,High Success
Palu,Sulawesi Tengah,Minyak Goreng Curah,0.08077921164227772,0.05043287678597167,0.1690765323312006,17065.772727272728,14019.222222222223,18009.704596655985,1900426.7554112559,499891.00653594785,9272137.06554595,-94.60867540026476,-79.50389708459991,-22.15740048937121,16159.331928756457,23889.0,13336.8,0.0,47.83408191206318,-17.466885024705757,0,1.0,High Success
Pamekasan,Jawa Timur,Minyak Goreng Curah,0.04035594053145705,0.12332519402103327,0.05715738292604732,15650.272727272728,13426.388888888889,16470.424203394465,398895.16017316,2741713.4281045757,886245.9029190175,209.36260681987102,-54.990464964709695,-18.481827042913785,17933.33836214607,16200.0,11728.2,0.0,-9.665452840642457,-34.601133580594,0,1.0,High Success
Pandeglang,Banten,Minyak Goreng Curah,0.09812106735339536,0.04908501452923742,0.18585804279681703,15269.545454545454,13293.5,18590.986669146823,2244795.307359309,425771.44117646967,11938990.257167455,-96.43377344310284,-81.19777921745379,-28.494919411342543,23300.0,17000.0,12595.6,0.0,-27.038626609442062,-45.94163090128755,0,1.0,High Success
Pangkajene Dan Kepulauan,Sulawesi Selatan,Minyak Goreng Curah,0.06830389739351875,0.060377338539280574,0.1631955456865535,16774.636363636364,14577.944444444445,18053.560004340277,1312795.8614718618,774712.4084967322,8680451.38459833,-91.0752059521778,-84.8764101852912,-19.251690852442703,15765.480003720239,23000.0,13756.0,0.0,45.88835858199437,-12.74607562374285,0,1.0,High Success
Pangkalpinang,Bangka Belitung,Minyak Goreng Curah,0.10498374362527621,0.028627403526178163,0.03908793325050071,14780.845880681818,14730.166666666666,15459.976671006945,2407923.514329787,177819.4411764706,365176.7208179512,-51.30592093105585,559.3858198124823,-4.720641045396513,14479.980003720239,15983.0,14276.8,30.0,10.379986684329683,-1.4031787590040707,1,0.9999999999999956,High Success
Parepare,Sulawesi Selatan,Minyak Goreng Curah,0.04561378708551582,0.07291394869766926,0.10237521654750323,16044.181818181818,14465.5,16481.296115451387,535583.7748917748,1112469.5588235296,2846901.1735197743,-60.92349221072101,-81.18713147216121,-12.230810619084483,16356.730003720237,19667.0,13376.8,0.0,20.237969297817244,-18.2183725172603,0,0.9999999999999734,High Success
Pariaman,Sumatera Barat,Minyak Goreng Curah,0.05804218507702383,0.08115030579690598,0.050826421801597986,14614.954545454546,11934.722222222223,15425.778335813491,719585.5692640701,938004.5653594773,614714.1997579865,52.5919794481355,17.060183341684905,-22.631312583341128,16246.25,15511.0,10944.8,61.0,-4.525659767638686,-32.631838116488424,3,0.9999999999650955,Moderate Success
Parigi Moutong,Sulawesi Tengah,Minyak Goreng Curah,0.0696966558635049,0.073111776576442,0.16730100501381762,17097.68722943723,15719.444444444445,17469.76556299603,1420033.590340969,1320836.4967320287,8542229.863004709,-84.53756784920527,-83.37631258916421,-10.01914486053017,15846.61334325397,23358.833333333332,14467.6,0.0,47.40583888403748,-8.702259046668964,0,1.0,High Success
Pasaman,Sumatera Barat,Minyak Goreng Curah,0.05155116950419214,0.06060710182718797,0.0580708595407026,16551.5,14499.111111111111,16669.973675552177,728034.1666666666,772199.9869281062,937100.8605054269,-17.59691838169705,-22.309945775313857,-13.0225914371107,16239.813518983548,18200.0,13503.6,0.0,12.070252399912656,-16.84879888420546,0,0.9999999999715996,High Success
Pasaman Barat,Sumatera Barat,Minyak Goreng Curah,0.03718265517940953,0.04743604387152592,0.05762717010276023,15462.40909090909,15411.055555555555,16567.998814286057,330548.4437229439,534418.7614379079,911579.8064745655,-41.374440543531385,-63.73894623650082,-6.982999405654873,16039.752685340194,17960.0,14413.0,0.0,11.971801263587118,-10.142006034962076,0,0.9999999999978186,High Success
Paser,Kalimantan Timur,Minyak Goreng Curah,0.03782174424403339,0.038361804923411624,0.06448644296003286,16736.95238095238,15488.0,16846.3036140563,400715.24761904584,353011.4117647045,1180174.1323960144,-70.08819274423401,-66.04609128269018,-8.062917807814847,17251.24500093006,18376.666666666668,15076.6,30.0,6.523712727260753,-12.605727881163464,1,0.9999994764139654,High Success
Pasuruan,Jawa Timur,Minyak Goreng Curah,0.08662624546151095,0.045738892165621034,0.10266076260032138,17029.81818181818,15012.166666666666,18093.323499480484,2176301.221987313,471474.31428571435,3450211.1036770507,-86.33491400618234,-36.92266482859766,-17.029247461928637,18044.92858622497,22000.0,14725.9,30.0,21.917911145374262,-18.393137830196963,1,0.9999999999999991,High Success
Pati,Jawa Tengah,Minyak Goreng Curah,0.06146689221769332,0.06620465842964769,0.04080013703538431,16310.954545454546,14069.333333333334,16436.824766174916,1005174.0454545461,867609.1764705882,449737.4921216535,92.91457609584856,123.50239040836905,-14.403581388259399,16749.11270199269,17600.0,13219.8,0.0,5.080193280364504,-21.07163982228622,0,0.9999997835168107,High Success
Payakumbuh,Sumatera Barat,Minyak Goreng Curah,0.05431789960491328,0.0446092229871871,0.07813552053666128,14707.681818181818,13836.166666666666,16850.460836743554,638225.8463203466,380961.3235294119,1733486.983516372,-78.02341020429047,-63.18254175605589,-17.888496933591387,17446.61500186012,19111.0,13845.6,0.0,9.539873482405778,-20.640192962796426,0,0.9999999996262146,High Success
Pekalongan,Jawa Tengah,Minyak Goreng Curah,0.0594925768506632,0.05232117143240849,0.044857240352408116,17119.18181818182,14221.451612903225,16947.976671006945,1037269.4080338283,553659.5225806452,577964.0411304506,-4.205195621213343,79.46954035496981,-16.087613943722324,16729.980003720237,17920.0,13250.333333333334,0.0,7.1130987366102,-20.79886927308422,0,0.999999988971788,High Success
Pekanbaru,Riau,Minyak Goreng Curah,0.0573762134796522,0.08585343896440449,0.08280335023170832,17425.5,14831.5,18187.001060348746,999618.4523809501,1621382.735294118,2267869.193882212,-28.506338034488554,-55.9225701783192,-18.449996506924947,18481.564854934702,19920.0,15537.8,30.0,7.7830809044355656,-15.928114735093432,1,0.9999999998922071,High Success
Pelalawan,Riau,Minyak Goreng Curah,0.09268362966830035,0.03848499176964328,0.051987736648359185,18511.363636363636,14866.666666666666,17594.546115451387,2943627.766233771,327348.2352941176,836677.2423348794,-60.87520745985622,251.82357273386748,-15.504119463412128,18587.230003720237,18000.0,14520.2,0.0,-3.159319616762167,-21.880775149961664,0,0.9999999083980764,High Success
Pemalang,Jawa Tengah,Minyak Goreng Curah,0.08553667956879064,0.03169943728413265,0.038012137929130815,17585.0,14710.333333333334,16806.976671006945,2262504.8571428587,217444.35294117682,408153.74659920094,-46.724891109549716,454.32661735789344,-12.474839340322571,16729.980003720237,17750.0,14712.4,0.0,6.096958849041911,-12.059667753766524,0,0.9999999999730935,High Success
Pematangsiantar,Sumatera Utara,Minyak Goreng Curah,0.08254186918677592,0.06429958192838175,0.028895865926991813,17398.68181818182,13591.833333333334,15431.202872850527,2062439.8463203448,763787.2058823531,198824.99903130345,284.1504889242327,937.3141488086363,-11.919806606608468,15802.13611111111,15082.0,12718.8,61.0,-4.557207367709944,-19.512147531390355,3,0.9999986611341319,Moderate Success
Penajam Paser Utara,Kalimantan Timur,Minyak Goreng Curah,0.07089361626793653,0.12635521337059827,0.1889028214587447,17410.526242424243,18060.003703703704,18127.28437829396,1523484.5579298888,5207412.736916194,11725797.373239737,-55.5901183419697,-87.00741186772731,-0.37115694323646026,17261.5537516276,25000.0,16073.322666666665,30.0,44.83053124718124,-6.883685571172281,1,1.0,High Success
Pesawaran,Lampung,Minyak Goreng Curah,0.11296170056163332,0.02651135012024599,0.10193131662216805,17188.090909090908,14061.055555555555,18287.643337673613,3769794.943722942,138963.11437908505,3474807.531061006,-96.00083995625927,8.489316603151945,-23.111713762543918,21304.980003720237,17680.0,13878.0,0.0,-17.014707373990724,-34.86030027919928,0,1.0,High Success
Pesisir Selatan,Sumatera Barat,Minyak Goreng Curah,0.08061489451239204,0.054781737480009314,0.13959657409043216,16619.18181818182,14532.444444444445,18624.851671006945,1794939.6796536807,633795.2026143789,6759820.529509361,-90.62408240207553,-73.44693292051112,-21.972831241029937,18773.730003720237,23300.0,13535.8,0.0,24.109593540456952,-27.90031604099068,0,0.9999999999999947,High Success
Pidie,Aceh,Minyak Goreng Curah,0.03872374693766385,0.025849283827586014,0.028460861247293603,15100.045454545454,13258.222222222223,15148.486669146825,341909.5692640693,117453.94771241826,185880.81765853098,-36.81222775327741,83.94021156726788,-12.478239498170701,15075.0,15330.0,13220.6,61.0,1.691542288557214,-12.301160862354891,3,0.9999998111902758,Moderate Success
Pidie Jaya,Aceh,Minyak Goreng Curah,0.05202798861022123,0.05100369607747642,0.042219095700589696,16466.863636363636,14250.611111111111,15764.820002480157,733999.6471861459,528287.4281045767,442992.0033232145,19.254393790745063,65.69139886947515,-9.6049868703279,15075.0,16560.0,13411.8,0.0,9.850746268656717,-11.032835820895528,0,0.9999999999970761,High Success
Pinrang,Sulawesi Selatan,Minyak Goreng Curah,0.0781296860793008,0.06803230632213088,0.060156025411801886,17155.045454545456,15297.055555555555,16624.60167100694,1796453.188311692,1083043.9379084988,1000139.9260588384,8.2892413040996,79.62018528655425,-7.98543112023314,17539.230003720237,17500.0,14018.8,0.0,-0.22367004544621202,-20.07174775046294,0,0.9999999739362678,High Success
Pohuwato,Gorontalo,Minyak Goreng Curah,0.07482433999817123,0.05737925905428468,0.17310562454160508,18220.409090909092,15502.5,18823.835561600943,1858668.9199134174,791249.3235294118,10617899.223465357,-92.5479672873447,-82.49494668582092,-17.644308200270252,18219.17834046379,23725.958333333332,14832.2,0.0,30.2251829910424,-18.59018160517973,0,1.0,High Success
Polewali Mandar,Sulawesi Barat,Minyak Goreng Curah,0.10137188613345391,0.07021028024513955,0.11537096943052137,17642.81818181818,15354.277777777777,18165.573893229168,3198681.298701296,1162144.6830065364,4392293.264853688,-73.54127757575294,-27.17514278255171,-15.475955408704381,18721.730003720237,22000.0,14133.4,0.0,17.510507819674416,-24.50804494460971,0,0.9999999997935616,High Success
Ponorogo,Jawa Timur,Minyak Goreng Curah,0.05318358610185272,0.04892071292061671,0.032359116920406106,17071.909090909092,14044.555555555555,16484.20053327049,824364.7532467524,472064.73202614347,284530.6793123981,65.90995852079766,189.72789691393808,-14.79989868353601,17132.772718326698,17000.0,13326.4,0.0,-0.7749634020690226,-22.216910134196038,0,0.9999998464127577,High Success
Pontianak,Kalimantan Barat,Minyak Goreng Curah,0.056080703213819354,0.07248318524886918,0.0752024557134666,17487.454545454544,14301.333333333334,17019.560004340277,961789.6490486269,1074552.3999999997,1638176.538792046,-34.405579950964864,-41.289010904903535,-15.971192382845087,17292.480003720237,20000.0,13605.3,0.0,15.657210508251437,-21.32244769360434,0,0.9999999999878657,High Success
Poso,Sulawesi Tengah,Minyak Goreng Curah,0.038632823659215,0.09216301344607329,0.19539215962991482,15760.681818181818,14722.166666666666,18543.08787264385,370734.4177489169,1841012.7352941162,13127389.730241373,-85.97578975618433,-97.1758710195458,-20.605636085099356,16032.452543402778,24889.0,15071.6,0.0,55.24137640589255,-5.993172540517893,0,1.0,High Success
Prabumulih,Sumatera Selatan,Minyak Goreng Curah,0.02942110592673251,0.08194665284122163,0.08941031438400004,15515.954545454546,14361.056565656567,17132.54106411127,208389.09307359302,1384953.6020268232,2346490.5350290523,-40.977660836391316,-91.11911640116575,-16.176727597404238,19166.756624090605,17753.54199134199,13071.460707070706,0.0,-7.373259130198129,-31.801394657240813,0,0.9999999999999991,High Success
Pringsewu,Lampung,Minyak Goreng Curah,0.09856667414050109,0.06798056772372468,0.13101655758259556,16407.636363636364,13884.055555555555,17671.310004340277,2615485.0995670967,890845.2320261443,5360309.422814474,-83.38071253434474,-51.2064529626759,-21.431656441172326,21304.980003720237,17326.0,12795.2,61.0,-18.676290721819193,-39.94268007871528,3,1.0,Moderate Success
Probolinggo,Jawa Timur,Minyak Goreng Curah,0.08125747786348933,0.07105411247620914,0.0635464489670551,16038.15909090909,14234.111111111111,16940.01616324194,1698383.299682874,1022914.0444444424,1158804.610237343,-11.726788501908697,46.56338822599403,-15.97345023791866,18600.622175766217,17800.0,13572.3,0.0,-4.304276320441076,-27.033085927186658,0,0.9999999996870628,High Success
Pulang Pisau,Kalimantan Tengah,Minyak Goreng Curah,0.058233944155288875,0.04162921596331312,0.04111713551889543,15731.897727272728,13925.0,17214.236669146823,839295.0082088733,336036.82352941186,500980.98436240165,-32.92423584558088,67.53031240837292,-19.107653347430393,17237.5,18000.0,13207.8,30.0,4.423495286439449,-23.37751994198695,1,0.9999989938114382,High Success
Pulau Morotai,Maluku Utara,Minyak Goreng Curah,0.15599039052935573,0.1084267355344381,0.2173741704869018,20078.242239357864,20261.59554673721,19206.997783358132,9809504.480415663,4826363.730446337,17431503.520424612,-72.31240710366002,-43.725425239872166,5.490695502098893,15719.440011160712,25000.0,19112.739999999998,30.0,59.03874426983495,21.586646766233798,1,1.0,High Success
Purbalingga,Jawa Tengah,Minyak Goreng Curah,0.07958765407745028,0.06273703756181305,0.037707732133688,16385.454545454544,13517.111111111111,16128.81000434028,1700624.3549783542,719143.8692810461,369883.9429967717,94.42419247902379,359.7724197487526,-16.192756269844814,16729.980003720237,16640.0,12667.0,0.0,-0.5378368874333855,-24.28562378924992,0,0.9999998350450813,High Success
Purwakarta,Jawa Barat,Minyak Goreng Curah,0.13142742337258173,0.04491728152525099,0.16188255227849738,17710.454545454544,15163.666666666666,19510.32000248016,5417905.212121214,463911.76470588293,9975366.737028569,-95.349426472875,-45.68715762589514,-22.27873933006196,23300.0,20100.0,14794.0,0.0,-13.733905579399142,-36.50643776824034,0,1.0,High Success
Purworejo,Jawa Tengah,Minyak Goreng Curah,0.07230152710416607,0.055694428942425024,0.05405037547449561,18581.863636363636,15158.277777777777,16840.150837570272,1804984.504329004,712727.0359477141,828494.032850203,-13.97318415248264,117.86330773191662,-9.98728025666045,17180.050559069114,18400.0,14407.4,0.0,7.100965371064591,-16.13877997352848,0,0.9999999829693317,High Success
Rejang Lebong,Bengkulu,Minyak Goreng Curah,0.03269876847679287,0.05113832651623122,0.11047897858623226,15769.768053688034,14908.748263888889,19274.358615451387,265896.9794527321,581266.6243010882,4534393.135059489,-87.18093894843852,-94.1359963388079,-22.649834625691692,19989.355003720237,22000.0,14254.758333333331,0.0,10.058578658018533,-28.688252669081287,0,0.9999999856138705,High Success
Rembang,Jawa Tengah,Minyak Goreng Curah,0.08609320773058912,0.03995169963505174,0.04997579953820663,17997.863636363636,14880.055555555555,15929.484051924264,2400931.075757569,353410.64379084995,633757.2210158304,-44.23564228201161,278.8408236057948,-6.587962880329069,16739.546352856465,16000.0,14120.8,30.0,-4.417959347687266,-15.6440700223014,1,0.9999996239360854,High Success
Rokan Hilir,Riau,Minyak Goreng Curah,0.043991636041396734,0.039872906041144386,0.05435738911231148,17431.454545454544,14347.944444444445,16535.929822582533,588040.8311688313,327291.8202614382,807931.2716250808,-59.49014083795517,-27.216478452920846,-13.231704546484188,16413.252819217094,18200.0,14724.6,0.0,10.886002917660129,-10.288349529594596,0,1.0,High Success
Rokan Hulu,Riau,Minyak Goreng Curah,0.07410437591185698,0.03452975916602711,0.09687446105765866,18245.727272727272,15233.5,17890.42212088633,1828142.5887445936,276685.5588235291,3003722.26928147,-90.78857717129367,-39.13742933424037,-14.851086815802317,16960.748218293826,20000.0,15047.4,0.0,17.919326096876105,-11.281036624493328,0,1.0,High Success
Rote Ndao,Nusa Tenggara Timur,Minyak Goreng Curah,0.046711857821842846,0.07792048935967591,0.14053703694167655,17910.57131767133,16620.469038096173,18338.842229524915,699959.8983966616,1677219.465001843,6642405.949874553,-74.7498199047362,-89.4622535316457,-9.370129094966634,19968.4375,21068.502343750002,15801.01687050919,0.0,5.509018137999041,-20.870038677241574,0,0.9999998503899704,High Success
Sabang,Aceh,Minyak Goreng Curah,0.05399716885897098,0.03867862516555396,0.04897084517491906,17022.81818181818,14645.333333333334,15913.986669146825,844899.2034632029,320878.4705882351,607341.8091019852,-47.16674107078424,39.114283061208944,-7.971939163887121,15075.0,16560.0,14037.4,0.0,9.850746268656717,-6.88291873963516,0,0.9999999999999902,High Success
Sabu Raijua,Nusa Tenggara Timur,Minyak Goreng Curah,0.04601431799646231,0.08692728372564364,0.15298918018928453,17841.60170068701,16056.177721366665,18060.342229524915,673990.3193446206,1948034.0848530582,7634373.196089004,-74.48337886008754,-91.1716351554585,-11.097046128405346,19968.4375,21068.502343750002,14531.24098148148,0.0,5.509018137999041,-27.228953284494693,0,0.9999999968251414,High Success
Salatiga,Jawa Tengah,Minyak Goreng Curah,0.062094085373986356,0.060562757006570156,0.02420619815665847,18256.272727272728,15087.555555555555,16574.62864716199,1285063.8268398293,834928.0261437914,160968.45739044205,418.69045630387427,698.3326967735069,-8.97198436998503,16824.022051268425,17050.0,14400.8,0.0,1.3431862371729246,-14.403345667784176,4,0.5440639173693727,Low Impact
Samarinda,Kalimantan Timur,Minyak Goreng Curah,0.052588329690429196,0.06867306629941101,0.06516755792152298,16762.545454545456,14288.444444444445,15965.315003410216,777067.4025974027,962814.8496732045,1082475.004553931,-11.054311127492172,-28.213824861700292,-10.503209981184767,17264.99000186012,15696.0,13013.2,30.0,-9.087697135596814,-24.626657770447782,1,0.9999999999999583,High Success
