KabKot,NamaProv,Produk,CV_Post-2,CV_Post-Intervention,CV_Pre-Intervention,Mean_Price_Post-2,Mean_Price_Post-Intervention,Mean_Price_Pre-Intervention,Variance_Post-2,Variance_Post-Intervention,Variance_Pre-Intervention,Variance_Change_Post1,Variance_Change_Post2,Price_Change_Post1,Pre_Event_Avg,Peak_Price,Post_Event_Avg,Days_to_Peak,Price_Spike,Recovery_Level,Cluster,Probability,Cluster_Label
Sambas,Kalimantan Barat,Minyak Goreng Curah,0.04739413027583326,0.10728135083596584,0.0500091593054805,16695.136363636364,14680.777777777777,17022.060004340277,626078.8852813849,2480542.0653594793,724641.7326452094,242.31289113098504,-13.601596888994202,-13.754400031285996,17292.480003720237,18000.0,13825.2,0.0,4.0914894574262926,-20.05079666406611,0,0.9999601223989842,High Success
Samosir,Sumatera Utara,Minyak Goreng Curah,0.13245481931292596,0.07532909546829965,0.08247981638754037,16692.39393939394,14053.611111111111,16476.289138282627,4888468.038480042,1120730.9575163403,1846775.8227078498,-39.314185092965985,164.70283931442674,-14.704027143723936,15364.407407407407,18913.0,12595.6,30.0,23.096189123973403,-18.02091895892141,1,0.9999999999999973,High Success
Sampang,Jawa Timur,Minyak Goreng Curah,0.0978404165790347,0.11214789343824581,0.06272196463335529,16693.045454545456,13916.722222222223,16761.11710386737,2667520.3311688313,2435881.506535947,1105211.0724301054,120.39966548471168,141.3584515855027,-16.970198728513434,18456.659182933152,16600.0,12146.4,0.0,-10.059562592183543,-34.18960669094567,0,1.0,High Success
Sanggau,Kalimantan Barat,Minyak Goreng Curah,0.14381900791287125,0.04855804222833971,0.11342904052906655,16014.194444444443,14870.0,18459.393337673613,5304479.45914168,521367.8823529425,4384129.408339659,-88.10783547216519,20.992766523982986,-19.444806619663126,17292.480003720237,21333.0,15166.6,0.0,23.365763588626397,-12.293667555277686,0,1.0,High Success
Sarmi,Papua Barat,Minyak Goreng Curah,0.13740440336006313,0.22841620735156706,0.0060505100273640635,20596.93181818182,18173.61111111111,15795.41584123884,8009517.6737012975,17232024.104575165,9133.686434530322,188564.50286084603,87592.05874444022,15.056237162577583,15854.940011160714,15822.450009300595,14100.0,0.0,-0.2049203707945144,-11.068726907357359,2,1.0,Low Impact
Sarolangun,Jambi,Minyak Goreng Curah,0.12013720695885154,0.034582274281632894,0.05686093929982507,15468.59090909091,13610.944444444445,17661.448893229168,3453477.015151517,221556.05555555565,1008511.1803159252,-78.03137338684225,242.43319088140245,-22.934157176298008,18902.480003720237,18000.0,13500.0,0.0,-4.774399991655157,-28.58079999374137,0,0.9999999745843423,High Success
Sawahlunto,Sumatera Barat,Minyak Goreng Curah,0.051093410529004395,0.046607500809316825,0.041821795055730804,15776.272727272728,15208.944444444445,17043.602357894655,649738.4935064935,502469.58496732014,508075.350335476,-1.1033334650961564,27.88230979469464,-10.764496113700927,17678.21471082899,17652.0,14320.2,30.0,-0.1482882251279138,-18.995213972438062,1,0.9999988328290143,High Success
Sekadau,Kalimantan Barat,Minyak Goreng Curah,0.03905864147881942,0.06325030916483039,0.0999171286256614,17022.18181818182,15014.444444444445,18238.560004340277,442043.20346320246,901869.7908496734,3320939.6439733403,-72.8429334003002,-86.68921296822127,-17.677467733903228,17292.480003720237,20500.0,14444.4,0.0,18.54864077095772,-16.470049426730647,0,1.0,High Success
Seluma,Bengkulu,Minyak Goreng Curah,0.025594663669791653,0.060678528722343965,0.10824402550805204,15666.863383838383,15134.025683421516,18064.55537471065,160791.45559570586,843294.0130009952,3823511.6982842744,-77.94451594382707,-95.79466552520664,-16.222539832846973,19894.980003720237,19669.472222222223,13945.103703703706,30.0,-1.133490867826183,-29.90642010649893,1,0.9999999999037286,High Success
Semarang,Jawa Tengah,Minyak Goreng Curah,0.10476837387154256,0.08084767192946354,0.05870843769261239,17324.477272727272,13399.194444444445,16115.431776627753,3294433.0459830915,1173525.1896825407,895127.5803860787,31.101444687514373,268.04061434037874,-16.854884000828775,16828.892695120583,18040.0,12331.5,0.0,7.196595324602484,-26.724234188174307,0,0.9999999261670186,High Success
Seram Bagian Barat,Maluku,Minyak Goreng Curah,0.06501009301047436,0.09256232533589495,0.21114318461741477,19641.45909090909,17676.41018518519,17528.97000558036,1630455.9437824662,2677051.059220225,13698308.130424807,-80.45706788216914,-88.09739182197896,0.8411228928904091,15798.440011160714,25000.0,17256.03,0.0,58.24347202849711,9.226164025116274,0,1.0,High Success
Seram Bagian Timur,Maluku,Minyak Goreng Curah,0.014155724875424894,0.07804614585936344,0.08642359226587876,19363.772727272728,16493.333333333332,16644.886672247023,75135.32683982693,1656989.647058825,2069313.6067547917,-19.925639030740978,-96.36907008224537,-0.9105098874982694,15877.440011160716,19500.0,15149.4,0.0,22.815768702592365,-4.585374031638321,0,1.0,High Success
Serang,Banten,Minyak Goreng Curah,0.06181858638690847,0.060054688305067945,0.1792080753200847,15591.886363636364,13021.555555555555,18643.486669146823,929042.2426004229,611532.53968254,11162704.397140872,-94.52164531169372,-91.67726556623339,-30.154934070862527,23300.0,17821.0,12435.1,30.0,-23.515021459227466,-46.63047210300429,1,1.0,High Success
Serdang Bedagai,Sumatera Utara,Minyak Goreng Curah,0.08239041026664344,0.03578621302773198,0.028187874649715873,17792.045454545456,13773.777777777777,16276.576946924602,2148844.997835493,242961.59477124127,210499.37678861633,15.421526884245143,920.831999893931,-15.376692392436478,15888.958333333332,17000.0,13101.2,0.0,6.992539368271999,-17.545255484023222,0,0.9999999989881552,High Success
Seruyan,Kalimantan Tengah,Minyak Goreng Curah,0.06187658833559569,0.027301597865109845,0.04301106001629443,17274.909090909092,14935.722222222223,16901.568002852182,1142573.8008658022,166275.6241830065,528462.6353295865,-68.53597339397415,116.20711181467216,-11.631144402094634,17248.496000744046,18000.0,14476.6,0.0,4.356924796362168,-16.07036347183241,0,0.999999964293935,High Success
Siak,Riau,Minyak Goreng Curah,0.06348437383937623,0.07379617123248257,0.0497467106941701,17366.52727272727,15203.0,17509.147061254567,1215513.1068398282,1258711.6470588227,758680.1490945303,65.90807714701249,60.21417039717185,-13.171098815874169,18210.484557363634,18250.0,14533.6,0.0,0.21699281263983447,-20.191030863463983,0,0.9999997671507255,High Success
Siau Tagulandang Biaro,Sulawesi Utara,Minyak Goreng Curah,0.05503231848627186,0.11989847682590676,0.2059700273233333,17581.545454545456,17065.0753968254,20370.143337673613,936159.212121211,4186429.236177803,17603386.44915997,-76.21804617953167,-94.68193682604813,-16.225059814555394,22396.980003720237,25000.0,15934.4,0.0,11.622191901976919,-28.85469381428556,0,0.9999999741127595,High Success
Sibolga,Sumatera Utara,Minyak Goreng Curah,0.06981251899787803,0.031514706199529,0.03235759007256816,16622.863636363636,14174.777777777777,15490.135076988261,1346723.0757575752,199553.3594771244,251224.93779775096,-20.56785396130731,436.0626566625948,-8.491580561905778,15449.403875868054,16241.0,14105.0,61.0,5.123797205977749,-8.701978967408646,3,0.9999999776101938,Moderate Success
Sidenreng Rappang,Sulawesi Selatan,Minyak Goreng Curah,0.04173401382048941,0.04123795071776283,0.07666444583540835,15737.09090909091,14583.166666666666,16867.403754340277,431349.4199134196,361657.79411764693,1672185.6146032154,-78.37215013935742,-74.20445337249404,-13.54231582371316,16208.917503720239,18750.0,14204.6,0.0,15.677064774353608,-12.365523504331557,0,1.0,High Success
Sidoarjo,Jawa Timur,Minyak Goreng Curah,0.06839023092305375,0.0401397355908657,0.08925785031483317,18146.590909090908,15411.722222222223,17516.329535590277,1540203.9675324701,382693.74183006526,2444438.1899724784,-84.34430686773167,-36.991494657109286,-12.015116004136834,18077.050316220237,20333.0,15078.6,0.0,12.479633813684398,-16.58705520960893,0,0.999999999942971,High Success
Sigi,Sulawesi Tengah,Minyak Goreng Curah,0.08594130141989378,0.061941866006617115,0.1736428352962851,16670.954545454544,14277.944444444445,18355.527108420334,2052696.7121212163,782167.8202614363,10158918.074432656,-92.30067794099111,-79.79414050707507,-22.21446782699777,16784.76909976143,24150.0,13328.4,0.0,43.88044218221182,-20.592294592903023,0,1.0,High Success
Sijunjung,Sumatera Barat,Minyak Goreng Curah,0.01620511529818755,0.0741373666757565,0.05897724504895235,15709.227272727272,13614.0,16974.458823552206,64805.80303030256,1018698.8235294111,1002214.8602652013,1.6447534274085591,-93.53374155586219,-19.797148518747125,18107.888753255207,17500.0,12271.2,0.0,-3.357038258510002,-32.23285073587588,0,0.9999999999806359,High Success
Sikka,Nusa Tenggara Timur,Minyak Goreng Curah,0.029765972242341968,0.050510169935445305,0.16094263484405932,18028.409090909092,16390.88888888889,17883.2794932209,287975.11038960953,685429.3104575158,8283932.323323223,-91.72579780103098,-96.52369069241642,-8.345172958336512,19968.4375,22466.444444444445,15233.7,30.0,12.509776713598376,-23.71110659008748,1,0.999999357806881,High Success
Simalungun,Sumatera Utara,Minyak Goreng Curah,0.09445872123026078,0.039306806265930076,0.03642122832757857,18500.31818181818,14320.055555555555,16376.036206183862,3053813.56060606,316828.9967320265,355735.131222112,-10.936826609287985,758.4514973583917,-12.554812561124745,15802.13611111111,17000.0,14833.8,0.0,7.580392172717872,-6.12788109343163,0,1.0,High Success
Simeulue,Aceh,Minyak Goreng Curah,0.07212289991418157,0.035096572508613325,0.058744862601032705,17278.272727272728,14452.444444444445,16032.153335813491,1552912.588744588,257283.55555555574,886999.7563986117,-70.99395420353034,75.07474805288668,-9.853379382544993,15075.0,17100.0,14129.0,0.0,13.432835820895523,-6.275290215588723,0,1.0,High Success
Singkawang,Kalimantan Barat,Minyak Goreng Curah,0.07226114903256646,0.07946257682826324,0.06844701267883112,17146.409090909092,14366.388888888889,16997.393337673613,1535168.6341991338,1303228.3692810447,1353547.9515688203,-3.7176061793343207,13.418119573806555,-15.478870180366272,17292.480003720237,19000.0,14020.6,0.0,9.874349982838865,-18.920825717400493,0,0.9999999996729168,High Success
Sinjai,Sulawesi Selatan,Minyak Goreng Curah,0.05055366611933795,0.04368055312745424,0.07270892676422405,15709.136363636364,13960.611111111111,16017.393337673611,630681.2662337646,371864.8398692813,1356310.58047507,-72.58261896482225,-53.50023251954149,-12.840929751814597,15765.480003720239,18000.0,13481.2,0.0,14.173498020691241,-14.489124360192063,0,0.9999999999999609,High Success
Sintang,Kalimantan Barat,Minyak Goreng Curah,0.07306249894865788,0.11689472411150006,0.10983602428855715,17912.272727272728,14655.0,18246.532711937314,1712736.0173160182,2934684.823529413,4016523.469432365,-26.934702464363863,-57.35774904962598,-19.68337091017653,17270.717085580975,21450.0,13237.2,0.0,24.198664674486718,-23.354659019621646,0,1.0,High Success
Situbondo,Jawa Timur,Minyak Goreng Curah,0.0647783042736006,0.07076984852117016,0.09184472740068234,15997.90909090909,14205.833333333334,16680.991861979168,1073953.800865801,1010717.911764707,2347211.3683703295,-56.93962949461816,-54.245543655003345,-14.838197567180883,18866.034691220237,17000.0,13675.4,0.0,-9.8909745569833,-27.513119615092325,0,0.9999999999999156,High Success
Sleman,Yogyakarta,Minyak Goreng Curah,0.04068929967131841,0.051055367676620785,0.07751375637607867,15971.09090909091,14526.5,16949.560004340277,422308.2770562769,550053.3235294119,1726133.6734004163,-68.13379334372013,-75.53443956490658,-14.295710353069953,17292.480003720237,19000.0,13930.6,0.0,9.874349982838865,-19.441283164687626,0,0.999999998143041,High Success
Solok,Sumatera Barat,Minyak Goreng Curah,0.10238467550805701,0.09844526459999897,0.06770351116345337,15872.636363636364,13753.444444444445,16812.887399122897,2640997.864693452,1833211.6825396828,1295707.5610924447,41.483444072368805,103.82669238008909,-18.19701091222474,17735.407259849264,18000.0,12560.7,0.0,1.4918898465316937,-29.17726773359274,0,0.9999999883433405,High Success
Solok Selatan,Sumatera Barat,Minyak Goreng Curah,0.06890591020582319,0.05185763292623034,0.11149057362636426,15942.5,15295.888888888889,18411.8720137581,1206773.5952380958,629179.869281045,4213783.270079231,-85.06852799600169,-71.36127992611719,-16.923771371758516,18099.538050333656,22000.0,14406.0,0.0,21.55006353653562,-20.406808395121264,0,1.0,High Success
Soppeng,Sulawesi Selatan,Minyak Goreng Curah,0.07084120882340361,0.0679868425339603,0.17967813707229183,16403.68181818182,13849.388888888889,17716.11903211806,1350375.6558441555,886565.781045751,10132757.553323912,-91.25049843164435,-86.67316721299441,-21.826056464280153,15913.292503720239,23700.0,13024.8,0.0,48.932095570161685,-18.151444793998238,0,1.0,High Success
Sorong,Papua,Minyak Goreng Curah,0.056059669913006045,0.07304678763240462,0.14600249375267693,17584.071428571428,17283.709677419356,21583.14333767361,971717.336236933,1593955.412903228,9930015.74968081,-83.94810790753817,-90.21434244685696,-19.920331311285626,22729.980003720237,24672.0,17201.5,30.0,8.543870236409848,-24.322414726345492,1,0.9999996777603815,High Success
Sorong Selatan,Papua,Minyak Goreng Curah,0.08451477966280471,0.16837161327291977,0.14298333507847025,19602.909090909092,18520.166666666668,21587.810004340277,2744772.6580086593,9723609.911764706,9527698.810965534,2.056226846441609,-71.19165170450529,-14.210071966803733,22729.980003720237,24111.0,17171.8,0.0,6.075764237600431,-24.453079161576582,0,0.9999999344731026,High Success
Sragen,Jawa Tengah,Minyak Goreng Curah,0.06759512454687609,0.06477167356811558,0.06427418126448306,16511.090909090908,13204.444444444445,15508.058337660694,1245610.562770564,731493.5555555555,993545.952732862,-26.375468236421405,25.370201483320376,-14.854302473327788,16733.504448138847,14946.0,12476.2,61.0,-10.682188262947268,-25.441798287580795,3,0.9999999999999938,Moderate Success
Subang,Jawa Barat,Minyak Goreng Curah,0.06073224340059652,0.05649204618776627,0.16949746127351525,16467.454545454544,14777.277777777777,19466.77833581349,1000210.9264069244,696888.8006535944,10887158.932148853,-93.59898385798576,-90.81292986866035,-24.089761937692224,23097.916666666664,21400.0,14252.2,0.0,-7.350951564895815,-38.29659962117795,0,1.0,High Success
Subulussalam,Aceh,Minyak Goreng Curah,0.06152653384160882,0.040510292516170235,0.055999805614656915,15865.318181818182,14034.111111111111,16056.007039517195,952845.465367966,323221.7516339871,808440.6429043609,-60.0191115487715,17.862142846359628,-12.592769319481329,15118.411111111112,17112.0,13438.4,0.0,13.186497405297578,-11.112352341552658,0,1.0,High Success
Sukabumi,Jawa Barat,Minyak Goreng Curah,0.07798220801141877,0.05719242530624783,0.14980988312507013,17874.113636363636,15550.694444444445,19281.736669146823,1942853.6379492583,791000.2182539649,8343979.438232592,-90.5201082515909,-76.71550304825787,-19.350135772119064,23300.0,19106.0,15303.3,61.0,-18.0,-34.3206008583691,3,1.0,Moderate Success
Sukamara,Kalimantan Tengah,Minyak Goreng Curah,0.05247743077214696,0.08332295791863195,0.09775408912054538,14940.0,13972.277777777777,15419.31500341022,614676.0952380961,1355388.447712417,2271956.585022678,-40.34267834836783,-72.94507741520243,-9.384575289579388,17264.99000186012,14260.0,12947.8,61.0,-17.40510710713625,-25.005459032382802,3,1.0,Moderate Success
Sukoharjo,Jawa Tengah,Minyak Goreng Curah,0.07278214617428017,0.039421046343808656,0.05625642914089337,16882.045454545456,13813.388888888889,16296.70062934028,1509731.9502164472,296521.8986928106,840511.5761551351,-64.72125939666049,79.62060167245009,-15.238125783451418,17046.386253720237,17500.0,13474.6,0.0,2.661055190983753,-20.953334041346874,0,0.9999998860475439,High Success
Sumba Barat,Nusa Tenggara Timur,Minyak Goreng Curah,0.11572146787626528,0.18144723577626695,0.2396007672232426,17809.124684471273,18045.17303041203,17516.37208581349,4247300.7728171395,10720691.881208468,17614273.389048357,-39.13633764834126,-75.8871644659615,3.018895362623708,19968.4375,25000.0,17134.634712753563,0.0,25.197577426876787,-14.191409754751403,0,0.9999999995413957,High Success
Sumba Barat Daya,Nusa Tenggara Timur,Minyak Goreng Curah,0.11572146787626528,0.1765459434163715,0.22465865054161913,17809.124684471273,17671.450808189806,17783.705419146823,4247300.7728171395,9733295.267224627,15962128.525457088,-39.022573012731044,-73.39138846023347,-0.6312217184848252,19968.4375,25000.0,17134.634712753563,0.0,25.197577426876787,-14.191409754751403,0,0.9999999999978959,High Success
Sumba Tengah,Nusa Tenggara Timur,Minyak Goreng Curah,0.0818243963565236,0.13377658722130786,0.22319040480162342,17863.14562557556,17651.46735676779,17817.53875248016,2136394.7281318204,5575988.285479249,15814172.212089028,-64.74056175247209,-86.49063195038012,-0.9320669819744498,19968.4375,25000.0,17697.98838599918,0.0,25.197577426876787,-11.370189149756065,0,0.9999999999999942,High Success
Sumba Timur,Nusa Tenggara Timur,Minyak Goreng Curah,0.06577075200304743,0.1517690374310048,0.22562665766372586,17712.62111213439,15772.31723867911,17762.53875248016,1357160.7172031912,5730036.215712927,16061677.32741641,-64.32479560567397,-91.55031763160507,-11.204600544633053,19968.4375,25000.0,16013.742059244792,0.0,25.197577426876787,-19.80473154574667,0,0.9999999999999982,High Success
Sumbawa,Nusa Tenggara Barat,Minyak Goreng Curah,0.021961907056502042,0.09350143981118855,0.14196632160224035,17589.772727272728,15598.166666666666,18858.143337673613,149231.51731601724,2127079.4411764704,7167513.57806622,-70.32332875258602,-97.91794580239525,-17.2868379067539,22729.980003720237,20000.0,14069.6,0.0,-12.010481325867502,-38.10113340312127,0,1.0,High Success
Sumbawa Barat,Nusa Tenggara Barat,Minyak Goreng Curah,0.07837799564072727,0.10267528110770259,0.14207463929545375,17714.045454545456,17657.722222222223,21589.310004340277,1927630.6168831214,3287011.0359477103,9408288.99494989,-65.06260556290216,-79.51135835731853,-18.210807947672507,22729.980003720237,24000.0,16506.4,0.0,5.587422408958996,-27.380490447864965,0,0.9999999423954903,High Success
Sumedang,Jawa Barat,Minyak Goreng Curah,0.10049090173046557,0.057099923085189117,0.12705091552041387,18660.136363636364,15415.833333333334,19839.220856681703,3516277.2662337637,774827.5588235306,6353379.861673201,-87.80448240632232,-44.65501287833071,-22.296175617494598,22403.84337506975,20700.0,14592.2,0.0,-7.605138754744783,-34.86742539792206,0,0.9999999999999591,High Success
Sumenep,Jawa Timur,Minyak Goreng Curah,0.06608947056295236,0.07020523037091483,0.11706970407873837,17736.590909090908,15611.055555555555,18358.2575367278,1374057.3008657955,1201167.2320261437,4619042.488846036,-73.99531970258562,-70.25233467360736,-14.964393955560068,17933.33836214607,22000.0,15316.2,0.0,22.676545525053456,-14.593704246780737,0,1.0,High Success
Sungai Penuh,Jambi,Minyak Goreng Curah,0.10488594153553923,0.032377096550123254,0.06189190583351716,16142.59090909091,13527.666666666666,17302.497504340277,2866692.062770562,191832.23529411762,1146793.7113398705,-83.27229793839835,149.97451890638877,-21.816681879172105,18351.855003720237,18000.0,13100.6,0.0,-1.9172721430553459,-28.61430085762838,0,0.999999961429573,High Success
Surabaya,Jawa Timur,Minyak Goreng Curah,0.07776732924487442,0.06768317899544665,0.05989835650937744,17980.772727272728,14835.222222222223,17153.903103298613,1955289.5173160154,1008206.7712418297,1055736.940504163,-4.502084509767695,85.20612875232675,-13.516928871018976,18303.515159970237,17813.0,15410.0,0.0,-2.679895941753269,-15.808521667457356,0,0.9999998361596251,High Success
Surakarta,Jawa Tengah,Minyak Goreng Curah,0.09472356864584532,0.035509007283782215,0.04082829856264555,16525.863636363636,14159.722222222223,15900.940212673611,2450442.0281385286,252805.50653594764,421471.4614931343,-40.0183572001907,481.4016492261234,-10.950409014578751,16835.448753720237,15400.0,14245.8,0.0,-8.526346845390957,-15.382118953900687,0,0.999999839629997,High Success
Tabalong,Kalimantan Selatan,Minyak Goreng Curah,0.06715105430302938,0.050556485391511315,0.046372431216667974,15765.454545454546,13816.444444444445,16821.923752557665,1120775.5930735944,487917.43790849624,608514.6687526868,-19.81829478184754,84.18218173292733,-17.86644234228119,17239.790833488343,18000.0,13264.6,0.0,4.409619431315537,-23.058231227298435,0,0.9999999422631668,High Success
Tabanan,Bali,Minyak Goreng Curah,0.12532081138230927,0.035251463341534534,0.07665719737973332,17791.272727272728,15146.666666666666,16491.204675099205,4971190.779220779,285094.2352941177,1598124.605153328,-82.16070046260472,211.06402862396524,-8.153061191840738,15415.102678571428,17968.0,14462.0,30.0,16.561014056541843,-6.182914888373322,1,1.0,High Success
Takalar,Sulawesi Selatan,Minyak Goreng Curah,0.04431153907693081,0.05951284042686542,0.07104039907400644,15366.272727272728,14213.888888888889,16663.393337673613,463629.16017316026,715561.8692810456,1401321.1497459034,-48.93662531170703,-66.91485315430882,-14.699913751941123,15765.480003720239,18353.0,13631.6,30.0,16.412567176319243,-13.535141354508069,1,0.9999999999999973,High Success
Tambrauw,Papua,Minyak Goreng Curah,0.03671805264901993,0.1182125350849797,0.1717336420118377,18708.35641025641,18137.32222222222,22291.18250093006,471878.8914022422,4596988.3074183,14654701.457646623,-68.6313070197711,-96.78001702889674,-18.634544302593753,22729.980003720237,25000.0,16981.16,0.0,9.98689834266562,-25.291795253578414,0,0.999999989171732,High Success
Tana Toraja,Sulawesi Selatan,Minyak Goreng Curah,0.059382718792440614,0.06567799935204854,0.06565333515684989,16680.56277056277,15240.888888888889,17656.932319223986,981163.8817916734,1001983.1633986927,1343829.2522575997,-25.43820863287609,-26.987459147555953,-13.683257015742367,17462.575004133596,19000.0,14749.4,0.0,8.804113915058217,-15.537084327433703,0,0.9999999999385265,High Success
Tanah Bumbu,Kalimantan Selatan,Minyak Goreng Curah,0.07279335219536112,0.05049820034774156,0.09189817311471361,16173.09090909091,13771.555555555555,15711.903335813491,1386019.9913419902,483635.0849673201,2084833.3853048603,-76.8022189026583,-33.51890845995275,-12.34953995570438,17237.5,15939.0,13058.8,61.0,-7.532994923857868,-24.24191443074692,3,0.9999999999997105,Moderate Success
Tanah Datar,Sumatera Barat,Minyak Goreng Curah,0.12039717518467419,0.07085236333728928,0.11159380949846076,16460.727272727272,16723.166666666668,18386.49854145353,3927630.5887445887,1403930.852941178,4209962.914145684,-66.6521800412089,-6.706290082804402,-9.046485229565457,17162.293189057847,20556.0,17471.2,0.0,19.77420367754745,1.7999157078793107,0,1.0,High Success
Tanah Laut,Kalimantan Selatan,Minyak Goreng Curah,0.0746890796172721,0.02788766841910742,0.09152450395701882,15790.318181818182,13150.444444444445,15564.403335813491,1390900.2272727299,134494.7320261437,2029269.4661828366,-93.37225862471901,-31.45808132179277,-15.509485582492955,17237.5,14643.0,13154.6,61.0,-15.051486584481507,-23.68614938361131,3,0.9999999999999973,Moderate Success
Tangerang,Banten,Minyak Goreng Curah,0.08033069088705548,0.07102186490379093,0.1901430042807899,16571.340909090908,14447.472222222223,18469.82000248016,1772059.5322410152,1052853.3420634905,12333491.224747289,-91.46346056539994,-85.63213367610497,-21.77794791566896,23300.0,18263.0,13393.2,0.0,-21.61802575107296,-42.518454935622316,0,1.0,High Success
Tangerang Selatan,Banten,Minyak Goreng Curah,0.10801373779463629,0.0500232336351417,0.19430493342380545,16402.5,14767.333333333334,18416.32000248016,3138904.3571428573,545692.1176470584,12804816.53554047,-95.73838394222626,-75.48653392705272,-19.81387524030539,23300.0,16900.0,15583.6,0.0,-27.467811158798284,-33.1175965665236,0,1.0,High Success
Tanggamus,Lampung,Minyak Goreng Curah,0.13187684295446447,0.11302141394382655,0.10254409268122254,17199.045454545456,14500.222222222223,18305.873806423613,5144530.8073593145,2685782.1830065344,3523726.7380444454,-23.780066314192773,45.99687177259276,-20.789237511655795,21255.409691220237,18200.0,12020.0,0.0,-14.374739116330959,-43.449690339466926,0,1.0,High Success
Tanjung Jabung B,Jambi,Minyak Goreng Curah,0.08977920117689561,0.045197989164728954,0.059131793894613795,16053.818181818182,13842.833333333334,16968.087782118055,2077342.7272727299,391460.73529411765,1006718.1847936462,-61.11516199795697,106.3479888066725,-18.418424568019347,18143.980003720237,18000.0,13060.4,0.0,-0.7935414594301532,-28.01799827093009,0,0.9999999905834605,High Success
Tanjung Jabung T,Jambi,Minyak Goreng Curah,0.07835431232380453,0.03915752893605051,0.034719701259329085,15998.318181818182,14728.666666666666,16768.29444909474,1571355.560606062,332626.94117647014,338945.398586918,-1.8641519952151224,363.6013845171315,-12.163597130405753,17454.720005580355,17290.0,14013.2,0.0,-0.9436989280131295,-19.716844523888575,0,0.999999878059825,High Success
Tanjungpinang,Kepulauan Riau,Minyak Goreng Curah,0.18873432736055415,0.04730291409411719,0.071268572417256,16901.352272727272,13726.5,15066.636672247025,10175240.968208874,421594.9705882361,1152998.5205847775,-63.434907932543425,782.5025172667349,-8.894730133869738,16039.940011160714,14280.0,13073.0,61.0,-10.972235618937065,-18.497201417812622,3,0.9999999999980753,Moderate Success
Tapanuli Selatan,Sumatera Utara,Minyak Goreng Curah,0.09668554381879133,0.052629515741952376,0.05060040766104057,18962.136363636364,15200.222222222223,16302.00622643849,3361225.2662337697,639968.5359477131,680440.477746523,-5.947903324747015,393.9778534877065,-6.758579213578029,15704.393281249999,17400.0,14284.2,0.0,10.797021498273624,-9.043286523813782,0,0.9999999999983222,High Success
Tapanuli Tengah,Sumatera Utara,Minyak Goreng Curah,0.07323266579229194,0.036265499866353204,0.0503199353111115,18009.227272727272,14247.555555555555,15952.468410321593,1739401.517316013,266973.4379084967,644370.9230382439,-58.56836049496113,169.93792784979195,-10.687454824627158,15449.403875868054,17000.0,13881.6,0.0,10.036608121520949,-10.147989452958514,0,0.9999999999999281,High Success
Tapanuli Utara,Sumatera Utara,Minyak Goreng Curah,0.13619717365728337,0.03149240521702238,0.05857490011767334,17303.045454545456,14838.277777777777,16525.10254160294,5553685.569264069,218362.8006535946,936939.2647613895,-76.69402821865886,492.747660188884,-10.207650812323132,15683.186557798032,17800.0,14192.0,0.0,13.497342739632472,-9.508186058378424,0,1.0,High Success
Tapin,Kalimantan Selatan,Minyak Goreng Curah,0.06821027581080939,0.031944838897285804,0.05510287531623217,15762.5,13334.333333333334,16872.57000248016,1155978.6428571416,181444.58823529416,864392.5197294658,-79.00900527319673,33.73306877053208,-20.970348136808603,17237.5,18400.0,13025.6,0.0,6.744017403915881,-24.43451776649746,0,0.9999999869257411,High Success
Tasikmalaya,Jawa Barat,Minyak Goreng Curah,0.0739911298467327,0.08398531346293978,0.10807170769978668,18252.590909090908,14618.833333333334,18186.31226198711,1823930.8054968282,1507412.5428571405,3862898.6653792066,-60.97716576499521,-52.7833639063949,-19.61628546382376,20222.76993568057,20072.0,13060.8,30.0,-0.7455454231052525,-35.41537563083366,1,0.9999999999996394,High Success
Tebingtinggi,Sumatera Utara,Minyak Goreng Curah,0.07847598683405532,0.043726857057291645,0.013862443574551589,17424.5,13666.611111111111,15704.24361359127,1869795.9761904771,357123.31045751635,47392.93775091748,653.5369770374759,3845.3050705941514,-12.97504389652161,15888.958333333332,15554.0,13071.8,61.0,-2.108120156817489,-17.730289640342477,4,0.9999818125947681,Low Impact
Tebo,Jambi,Minyak Goreng Curah,0.11380012572339156,0.05419491723855849,0.04788074553152568,14903.242424242424,13593.055555555555,17328.52605372299,2876385.002511891,542689.3496732031,688406.647408135,-21.167328683353148,317.83225268691683,-21.556769956004885,18461.757781498014,17500.0,12684.8,30.0,-5.209459428949216,-31.29148291224772,1,0.9999999998350164,High Success
Tegal,Jawa Tengah,Minyak Goreng Curah,0.07490968758918846,0.04698335391952627,0.053304119686523925,16349.181818181818,13553.333333333334,17067.476671006945,1499919.733615222,405490.114285714,827675.6653505996,-51.00857361633917,81.22071197778455,-20.58970640717615,16729.980003720237,18550.0,12987.2,0.0,10.878793614069153,-22.371694424547766,0,0.9999999999419025,High Success
Teluk Wondama,Papua,Minyak Goreng Curah,0.21140872439210875,0.12329122466032601,0.12326289104311239,14193.954545454546,15071.611111111111,19588.05694935309,9004355.47402597,3452897.545751633,5829716.227307511,-40.77074404449401,54.45615400365183,-23.057140633804096,21011.220005580355,21913.741668216768,14277.0,30.0,4.295427216490583,-32.05059013132897,1,0.9999997018044562,High Success
